stop_loss_pct,take_profit_pct,max_holding_days,min_adx,symbols,elapsed_seconds,total_trades,total_return_pct,cagr_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,profit_factor,win_rate_pct,expectancy_pct,benchmark_return_pct,strategy_vs_benchmark_pct
3,8,10,20,ACB,210.39,61,31.043501999869292,2.736505054966698,-22.01937276082816,1.2802507900586748,2.2351190662663347,1.19603279461352,42.62295081967213,0.560739695915064,608.7378640776699,-577.6943620778006
